"1627","fr_news_basket","38"
"1627","fr_news_basket","36"
"1627","fr_news_basket","36"
"1627","fr_news_basket","36"
"1627","fr_news_basket","35"
"1627","fr_news_basket","35"
"1627","fr_news_basket","35"
"1627","fr_news_basket","32"
"1627","fr_news_basket","32"
"1627","fr_news_basket","32"
"1627","fr_news_basket","30"
"1627","fr_news_basket","30"
"1627","fr_news_basket","30"
"1627","fr_news_basket","28"
"1627","fr_news_basket","28"
"1627","fr_news_basket","28"
"2010","fr_news_food","18"
"2010","fr_news_food","18"
"2010","fr_news_food","18"
"1751","fr_news_food","17"
"1751","fr_news_food","17"
"1751","fr_news_food","17"
"2008","fr_news_cotton","13"
"2008","fr_news_cotton","13"
"2008","fr_news_cotton","13"
"1728","fr_news_cotton","12"
"2002","fr_news_kitchen","12"
"2003","fr_news_summer","12"
"2009","fr_news_apero","12"
"1728","fr_news_cotton","12"
"2002","fr_news_kitchen","12"
"2003","fr_news_summer","12"
"2009","fr_news_apero","12"
"1728","fr_news_cotton","12"
"2002","fr_news_kitchen","12"
"2003","fr_news_summer","12"
"2009","fr_news_apero","12"
"1722","fr_news_kitchen","11"
"1707","fr_news_summer","11"
"1741","fr_news_apero","11"
"1714","fr_news_nuts","11"
"2005","fr_news_sale","11"
"2006","fr_news_bento","11"
"1722","fr_news_kitchen","11"
"1707","fr_news_summer","11"
"1741","fr_news_apero","11"
"1714","fr_news_nuts","11"
"2005","fr_news_sale","11"
"2006","fr_news_bento","11"
"1722","fr_news_kitchen","11"
"1707","fr_news_summer","11"
"1741","fr_news_apero","11"
"1714","fr_news_nuts","11"
"2005","fr_news_sale","11"
"2006","fr_news_bento","11"
"1691","fr_news_sale","10"
"1681","fr_news_bento","10"
"2001","fr_news_fete_nat","10"
"2007","fr_news_discount","10"
"1691","fr_news_sale","10"
"1681","fr_news_bento","10"
"2001","fr_news_fete_nat","10"
"2007","fr_news_discount","10"
"1691","fr_news_sale","10"
"1681","fr_news_bento","10"
"2001","fr_news_fete_nat","10"
"2007","fr_news_discount","10"
"1661","fr_news_fete_nat","9"
"1652","fr_news_discount","9"
"1645","fr_news_shine","9"
"1661","fr_news_fete_nat","9"
"1652","fr_news_discount","9"
"1645","fr_news_shine","9"
"1661","fr_news_fete_nat","9"
"1652","fr_news_discount","9"
"1645","fr_news_shine","9"
"1616","fr_news_sale","8"
"1639","fr_news_sale_followup","8"
"1672","fr_news_sale_last","8"
"1692","fr_news_sale_final","8"
"1699","fr_news_drinks","8"
"1623","fr_news_home","8"
"2004","fr_news_home","8"
"1616","fr_news_sale","8"
"1639","fr_news_sale_followup","8"
"1672","fr_news_sale_last","8"
"1692","fr_news_sale_final","8"
"1699","fr_news_drinks","8"
"1623","fr_news_home","8"
"2004","fr_news_home","8"
"1616","fr_news_sale","8"
"1639","fr_news_sale_followup","8"
"1672","fr_news_sale_last","8"
"1692","fr_news_sale_final","8"
"1699","fr_news_drinks","8"
"1623","fr_news_home","8"
"2004","fr_news_home","8"
"1624","fr_news_home","7"
"1638","fr_news_sale","7"
"1624","fr_news_home","7"
"1638","fr_news_sale","7"
"1624","fr_news_home","7"
"1638","fr_news_sale","7"
"968","crm_back_in_stock","1"
"968","crm_back_in_stock","1"
"968","crm_back_in_stock","1"
"3001","fr_news_zero","0"
"3001","fr_news_zero","0"
"3001","fr_news_zero","0"
